,total_sqft,bath,balcony,price,location_encode,size_encode
5391,3500.0,5.0,3.0,450.0,8,591
5392,42000.0,8.0,3.0,175.0,7,8
5393,1070.0,2.0,2.0,46.0,70,5199
5394,1253.0,2.0,1.0,65.8,132,5199
5395,1190.0,2.0,2.0,60.0,540,5199
5396,1312.0,2.0,2.0,55.0,540,5199
5397,750.0,2.0,0.0,40.0,91,5199
5398,1615.0,3.0,2.0,115.0,72,4309
5399,1095.0,2.0,1.0,60.0,175,5199
5400,1745.0,3.0,3.0,100.0,540,4309
5401,1050.0,2.0,2.0,52.5,56,5199
5402,2080.0,4.0,2.0,440.0,7,826
5403,1220.0,2.0,1.0,44.6,234,5199
5404,1793.0,3.0,2.0,98.0,2,4309
5405,1100.0,1.0,2.0,45.0,186,5199
5406,1385.0,2.0,3.0,65.0,41,5199
5407,1200.0,2.0,2.0,45.0,84,5199
5408,2017.0,2.0,2.0,125.0,142,4309
5409,400.0,1.0,1.0,10.0,42,538
5410,1400.0,2.0,2.0,44.81,96,4309
5411,960.0,2.0,1.0,33.0,3,5199
5412,1125.0,2.0,1.0,47.0,186,5199
5413,1551.0,2.0,2.0,60.0,62,4309
5414,600.0,4.0,2.0,122.0,17,826
5415,1246.0,2.0,1.0,67.4,43,5199
5416,3200.0,4.0,3.0,224.0,540,591
5417,1060.0,2.0,1.0,48.0,175,5199
5418,1384.0,2.0,2.0,59.0,12,5199
5419,620.0,2.0,1.0,23.0,5,5199
5420,1005.0,2.0,1.0,39.77,37,5199
5421,1200.0,3.0,2.0,128.0,14,547
5422,1400.0,3.0,2.0,35.0,4,4309
5423,2400.0,3.0,3.0,88.0,53,4309
5424,1096.0,2.0,1.0,39.0,540,5199
5425,1180.0,1.0,0.0,50.0,64,5199
5426,1300.0,2.0,1.0,47.0,186,4309
5427,1020.0,2.0,1.0,62.0,4,329
5428,600.0,2.0,0.0,35.0,26,329
5429,3563.0,6.0,1.0,310.0,2,591
5430,1165.0,2.0,2.0,47.0,4,5199
5431,1685.0,3.0,3.0,100.0,96,4309
5432,1580.0,3.0,3.0,53.56,171,4309
5433,1210.0,2.0,1.0,83.0,45,5199
5434,1030.0,1.0,2.0,25.75,29,5199
5435,1100.0,2.0,2.0,43.5,10,5199
5436,1255.0,3.0,2.0,77.68,177,4309
5437,1482.0,3.0,2.0,86.0,71,4309
5438,1344.0,2.0,1.0,108.0,177,5199
5439,1275.0,2.0,2.0,39.8,26,4309
5440,462.0,3.0,3.0,38.0,43,547
5441,3300.0,5.0,3.0,318.0,2,591
5442,1210.0,2.0,2.0,85.0,51,5199
5443,1320.0,3.0,3.0,226.0,177,4309
5444,1532.0,3.0,2.0,98.13,72,4309
5445,1245.0,2.0,2.0,110.0,72,5199
5446,1212.0,2.0,3.0,50.0,63,5199
5447,1230.0,2.0,1.0,65.0,399,5199
5448,1000.0,5.0,2.0,180.0,44,297
5449,2257.0,3.0,2.0,159.0,50,4309
5450,1246.0,2.0,1.0,65.4,43,5199
5451,1080.0,2.0,2.0,41.0,22,5199
5452,3.0,6.0,3.0,75.0,2,191
5453,1360.0,2.0,3.0,85.0,70,4309
5454,1260.0,2.0,2.0,47.88,13,5199
5455,1200.0,3.0,0.0,110.0,40,826
5456,1418.0,2.0,2.0,104.0,62,5199
5457,1200.0,3.0,1.0,165.0,1,547
5458,950.0,2.0,1.0,39.0,80,5199
5459,1020.0,2.0,2.0,55.0,63,5199
5460,1400.0,2.0,2.0,40.44,132,4309
5461,1440.0,4.0,0.0,88.0,3,826
5462,800.0,6.0,2.0,75.0,8,30
5463,1310.0,788.0,3.0,62.81,91,4309
5464,1175.0,2.0,1.0,69.0,88,5199
5465,1185.0,2.0,1.0,40.17,171,5199
5466,2250.0,3.0,1.0,113.0,2,4309
5467,1178.0,2.0,2.0,40.43,399,5199
5468,36000.0,4.0,2.0,450.0,21,591
5469,825.0,1.0,1.0,44.9,540,538
5470,1250.0,3.0,2.0,43.0,7,4309
5471,1113.12,2.0,2.0,55.0,88,5199
5472,1718.0,3.0,3.0,223.0,4,4309
5473,1010.0,2.0,1.0,35.0,48,5199
5474,900.0,2.0,1.0,41.0,273,5199
5475,1500.0,4.0,3.0,240.0,2,826
5476,540.0,1.0,1.0,16.5,22,121
5477,1020.0,2.0,2.0,29.46,302,5199
5478,1194.0,2.0,1.0,71.64,47,5199
5479,1470.0,6.0,2.0,300.0,42,84
5480,600.0,4.0,2.0,100.0,24,547
5481,1108.0,2.0,1.0,67.15,302,5199
5482,3895.0,2.0,1.0,451.0,177,591
5483,700.0,2.0,1.0,34.99,273,5199
5484,1600.0,3.0,3.0,68.0,28,4309
5485,1850.0,3.0,2.0,90.0,63,4309
5486,1250.0,2.0,2.0,33.0,33,5199
5487,600.0,1.0,1.0,43.0,73,121
5488,1140.0,2.0,1.0,49.27,171,5199
5489,1200.0,2.0,2.0,75.0,2,4309
5490,985.0,2.0,1.0,55.0,6,5199
5491,982.0,2.0,2.0,55.0,96,5199
5492,600.0,1.0,0.0,20.0,43,538
5493,2640.0,5.0,1.0,142.0,71,4309
5494,1314.0,2.0,2.0,68.8,62,5199
5495,1700.0,2.0,2.0,68.5,7,4309
5496,1077.0,2.0,2.0,93.0,25,5199
5497,1782.0,788.0,3.0,66.165,100,826
5498,2000.0,4.0,1.0,99.0,6,59
5499,1643.0,3.0,2.0,75.0,1,4309
5500,1200.0,3.0,1.0,67.0,73,547
5501,1116.0,2.0,1.0,51.91,540,5199
5502,1020.0,2.0,1.0,41.82,24,5199
5503,621.0,7.0,3.0,64.0,43,83
5504,1740.0,3.0,2.0,55.0,3,4309
5505,1225.0,2.0,2.0,47.0,12,5199
5506,1241.0,2.0,1.0,61.0,234,4309
5507,1041.0,2.0,2.0,40.6,55,5199
5508,1050.0,2.0,2.0,46.0,35,5199
5509,4400.0,3.0,1.0,901.0,2,4309
5510,1309.0,2.0,3.0,64.39,273,5199
5511,1128.0,2.0,2.0,45.0,29,5199
5512,1430.0,2.0,1.0,50.0,171,4309
5513,1065.0,2.0,1.0,47.86,71,5199
5514,1085.0,2.0,1.0,64.0,19,5199
5515,750.0,1.0,1.0,30.0,13,121
5516,981.0,2.0,2.0,37.28,96,5199
5517,1548.3,4.0,1.0,129.0,49,591
5518,2302.0,4.0,2.0,300.0,34,591
5519,1410.0,2.0,2.0,60.0,19,4309
5520,1525.84,3.0,1.0,117.0,72,4309
5521,1200.0,2.0,2.0,42.6,84,5199
5522,1030.0,2.0,2.0,80.0,3,5199
5523,1852.0,2.0,3.0,95.0,10,4309
5524,1160.0,2.0,1.0,33.5,302,5199
5525,918.0,2.0,1.0,49.0,54,5199
5526,1255.0,2.0,1.0,90.0,177,4309
5527,1200.0,6.0,3.0,250.0,19,191
5528,1150.0,2.0,2.0,49.9,72,4309
5529,2700.0,3.0,3.0,324.0,44,4309
5530,1150.0,2.0,2.0,69.0,4,5199
5531,1227.0,2.0,2.0,53.49,540,5199
5532,1255.0,3.0,2.0,77.68,177,4309
5533,840.0,8.0,0.0,120.0,4,191
5534,1198.0,2.0,1.0,82.0,51,5199
5535,1200.0,3.0,1.0,160.0,14,547
5536,188.89,3.0,1.0,180.0,36,4309
5537,2600.0,3.0,1.0,95.0,8,826
5538,2072.0,4.0,2.0,139.0,62,4309
5539,797.0,2.0,1.0,32.0,11,5199
5540,1350.0,2.0,3.0,68.0,6,4309
5541,2500.0,4.0,3.0,200.0,39,591
5542,2215.0,4.0,2.0,160.0,62,4309
5543,525.0,1.0,1.0,30.0,273,538
5544,2700.0,4.0,3.0,260.0,152,591
5545,1500.0,2.0,1.0,90.0,1,4309
5546,900.0,2.0,0.0,55.0,2,329
5547,1355.0,2.0,3.0,58.27,20,4309
5548,1465.0,2.0,2.0,49.81,39,4309
5549,1006.0,2.0,1.0,57.0,73,329
5550,2000.0,4.0,1.0,75.0,13,591
5551,1128.0,2.0,1.0,65.7,302,5199
5552,850.0,2.0,0.0,35.0,5,5199
5553,1310.0,2.0,3.0,68.0,13,4309
5554,1390.0,2.0,2.0,86.0,75,5199
5555,1390.0,2.0,2.0,76.45,22,4309
5556,2396.0,4.0,2.0,325.0,175,826
5557,1170.0,2.0,1.0,33.0,302,5199
5558,1385.0,2.0,2.0,50.0,48,4309
5559,1160.0,2.0,1.0,42.0,71,5199
5560,1160.0,2.0,1.0,33.5,132,5199
5561,1200.0,2.0,2.0,69.0,152,4309
5562,1475.0,2.0,2.0,55.0,31,5199
5563,1939.0,3.0,0.0,98.0,399,547
5564,850.0,2.0,2.0,42.0,149,5199
5565,675.0,1.0,1.0,45.0,45,538
5566,1060.0,2.0,1.0,51.0,302,5199
5567,1235.0,2.0,2.0,47.0,540,5199
5568,600.0,4.0,1.0,110.0,1,329
5569,1250.0,2.0,1.0,60.0,7,5199
5570,1460.0,2.0,3.0,70.0,75,5199
5571,1690.0,3.0,2.0,85.0,62,4309
5572,850.0,1.0,2.0,57.0,44,538
5573,1843.0,3.0,2.0,82.0,273,4309
5574,1680.0,3.0,2.0,117.0,149,4309
5575,1047.0,2.0,1.0,84.0,47,5199
5576,1100.0,2.0,2.0,35.0,57,5199
5577,3250.0,8.0,1.0,600.0,44,84
5578,1120.0,2.0,3.0,53.0,63,5199
5579,1095.0,2.0,2.0,38.33,171,5199
5580,970.0,2.0,2.0,35.0,5,5199
5581,1200.0,7.0,2.0,125.0,35,297
5582,1100.0,2.0,3.0,85.0,72,4309
5583,1685.0,3.0,2.0,85.0,186,4309
5584,1148.0,2.0,1.0,59.0,6,5199
5585,1050.0,2.0,1.0,65.0,175,5199
5586,1465.0,2.0,1.0,76.0,152,4309
5587,3401.0,5.0,3.0,230.0,66,826
5588,630.0,1.0,1.0,60.0,302,538
5589,1850.0,3.0,1.0,150.0,149,4309
5590,1200.0,9.0,3.0,175.0,43,46
5591,1750.0,2.0,1.0,225.0,5,826
5592,1350.0,3.0,1.0,60.0,8,4309
5593,1760.0,3.0,2.0,160.0,13,4309
5594,1440.0,2.0,2.0,185.0,107,5199
5595,1200.0,2.0,0.0,42.0,27,5199
5596,1100.0,2.0,1.0,78.0,6,5199
5597,1140.0,2.0,2.0,46.0,64,5199
5598,1469.0,3.0,0.0,73.595,74,4309
5599,1410.0,2.0,2.0,45.0,48,5199
5600,1434.0,2.0,1.0,67.39,31,4309
5601,1180.0,2.0,2.0,74.0,1,329
5602,1160.0,2.0,2.0,42.0,84,5199
5603,1343.0,2.0,2.0,86.0,23,5199
5604,1184.0,2.0,1.0,69.0,11,5199
5605,2246.0,3.0,0.0,300.0,72,4309
5606,4510.0,4.0,3.0,200.0,3,547
5607,1305.0,2.0,1.0,59.0,27,4309
5608,3785.0,5.0,3.0,280.0,399,591
5609,1540.0,3.0,2.0,85.0,2,4309
5610,1550.0,3.0,3.0,65.11,273,4309
5611,1345.0,2.0,1.0,57.0,213,4309
5612,975.0,2.0,2.0,45.0,132,4309
5613,1140.0,2.0,2.0,46.0,53,5199
5614,1152.0,2.0,1.0,34.56,72,5199
5615,3200.0,4.0,2.0,700.0,33,826
5616,1033.0,2.0,2.0,31.5,4,4309
5617,1800.0,3.0,0.0,230.0,7,4309
5618,1102.0,2.0,2.0,53.67,175,5199
5619,1223.0,2.0,2.0,42.81,43,4309
5620,1762.0,3.0,3.0,112.0,42,4309
5621,560.0,2.0,1.0,16.6,40,5199
5622,2000.0,6.0,0.0,85.0,91,191
5623,1410.0,2.0,2.0,38.0,302,4309
5624,1853.0,3.0,1.0,64.86,234,4309
5625,1455.0,2.0,3.0,69.0,66,5199
5626,1138.0,2.0,1.0,110.0,177,5199
5627,2556.0,3.0,2.0,169.0,399,547
5628,1200.0,2.0,0.0,66.5,60,4309
5629,1200.0,2.0,2.0,37.0,3,5199
5630,204.0,4.0,2.0,185.0,234,4309
5631,1200.0,1.0,1.0,36.0,36,329
5632,1870.0,3.0,2.0,138.0,540,4309
5633,1199.0,2.0,1.0,86.0,51,5199
5634,800.0,8.0,3.0,150.0,1,191
5635,1360.0,2.0,2.0,54.4,14,4309
5636,1230.0,3.0,3.0,53.0,25,4309
5637,2000.0,3.0,2.0,120.0,5,4309
5638,1200.0,4.0,2.0,250.0,16,826
5639,1047.0,2.0,1.0,83.0,47,5199
5640,6000.0,4.0,3.0,260.0,132,826
5641,1200.0,2.0,1.0,76.0,73,329
5642,1255.0,2.0,0.0,44.285,40,5199
5643,725.0,2.0,1.0,30.0,73,5199
5644,1645.0,3.0,1.0,100.0,71,4309
5645,870.0,2.0,1.0,65.0,14,5199
5646,1026.0,2.0,1.0,49.95,175,5199
5647,2000.0,3.0,1.0,145.0,1,4309
5648,1710.0,2.0,2.0,200.0,16,5199
5649,1766.0,3.0,1.0,130.0,47,4309
5650,500.0,1.0,1.0,15.0,3,538
5651,1100.0,1.0,1.0,15.0,72,5199
5652,1221.0,3.0,3.0,52.0,54,4309
5653,680.0,1.0,1.0,46.0,56,538
5654,1278.0,2.0,2.0,90.0,399,5199
5655,1025.0,2.0,2.0,66.0,27,5199
5656,1175.0,2.0,1.0,39.0,540,5199
5657,870.0,2.0,0.0,28.275,399,5199
5658,600.0,1.0,1.0,75.0,23,121
5659,850.0,2.0,1.0,42.0,1,5199
5660,710.0,2.0,0.0,25.0,16,5199
5661,1165.0,2.0,1.0,33.64,8,5199
5662,625.0,1.0,1.0,19.0,82,538
5663,1340.0,3.0,1.0,66.0,64,4309
5664,937.0,2.0,1.0,35.0,30,5199
5665,1500.0,6.0,0.0,210.0,2,83
5666,750.0,1.0,1.0,52.5,72,538
5667,45.0,6.0,3.0,400.0,16,297
5668,1475.0,3.0,3.0,78.0,13,4309
5669,2230.0,4.0,1.0,130.0,7,826
5670,2200.0,5.0,1.0,100.0,4,826
5671,900.0,2.0,0.0,65.0,50,329
5672,1116.0,2.0,2.0,37.0,132,5199
5673,948.0,2.0,1.0,75.0,88,5199
5674,970.0,2.0,1.0,55.0,36,5199
5675,1519.0,3.0,2.0,67.23,8,4309
5676,1200.0,2.0,1.0,65.0,234,4309
5677,1760.0,3.0,2.0,127.0,49,4309
5678,4400.0,5.0,3.0,525.0,540,826
5679,1914.0,3.0,3.0,179.0,39,4309
5680,1820.0,3.0,2.0,85.5,54,4309
5681,1820.0,3.0,2.0,93.0,54,4309
5682,1565.0,3.0,2.0,78.0,33,4309
5683,1334.0,2.0,3.0,42.69,84,5199
5684,924.0,2.0,2.0,76.23,14,5199
5685,914.0,2.0,2.0,49.0,54,5199
5686,500.0,1.0,1.0,17.0,73,538
5687,2145.0,3.0,3.0,125.0,213,4309
5688,1200.0,5.0,3.0,162.0,213,297
5689,1650.0,3.0,2.0,100.0,302,4309
5690,3940.0,4.0,3.0,220.0,175,591
5691,1020.0,2.0,1.0,29.45,302,5199
5692,1180.0,2.0,3.0,58.0,21,5199
5693,1255.0,2.0,3.0,120.0,21,5199
5694,2777.29,5.0,2.0,650.0,2,4309
5695,1014.0,2.0,1.0,35.0,37,5199
5696,920.0,2.0,0.0,90.0,13,826
5697,695.0,1.0,1.0,25.0,42,5199
5698,2273.0,4.0,3.0,220.0,13,547
5699,1140.0,2.0,2.0,48.95,12,5199
5700,3000.0,4.0,1.0,375.0,14,191
5701,1180.0,2.0,2.0,41.0,540,5199
5702,2400.0,4.0,2.0,152.0,84,591
5703,850.0,1.0,1.0,25.0,42,5199
5704,1200.0,2.0,1.0,60.0,75,5199
5705,3160.0,4.0,3.0,206.0,1,591
5706,1769.0,3.0,3.0,96.87,88,4309
5707,133.3,3.0,2.0,160.0,54,826
5708,1554.3,4.0,1.0,131.0,49,591
5709,1243.0,2.0,2.0,46.0,142,5199
5710,4920.0,5.0,2.0,1150.0,4,826
5711,905.0,2.0,1.0,40.0,16,5199
5712,627.0,1.0,1.0,30.0,66,121
5713,2180.0,3.0,2.0,285.0,22,4309
5714,2400.0,3.0,2.0,260.0,36,4309
5715,1435.0,3.0,1.0,73.0,175,4309
5716,3405.1,6.0,3.0,400.0,71,591
5717,1620.0,3.0,2.0,130.0,15,4309
5718,1862.0,3.0,2.0,125.0,540,4309
5719,674.0,1.0,1.0,19.9,17,5199
5720,1220.0,2.0,1.0,59.0,175,5199
5721,1027.0,2.0,2.0,44.0,142,5199
5722,1025.0,2.0,1.0,49.0,302,5199
5723,1430.0,2.0,3.0,54.5,234,4309
5724,1235.0,2.0,3.0,65.0,51,5199
5725,1291.0,2.0,3.0,32.0,88,4309
5726,1498.0,3.0,2.0,95.0,273,4309
5727,2180.0,3.0,2.0,240.0,399,4309
5728,1000.0,2.0,1.0,29.7,302,5199
5729,922.0,2.0,1.0,70.0,9,329
5730,850.0,2.0,1.0,72.0,7,5199
5731,750.0,3.0,2.0,155.0,6,547
5732,1123.0,2.0,2.0,64.0,12,5199
5733,1235.0,2.0,1.0,75.0,171,5199
5734,1250.0,2.0,1.0,55.55,25,5199
5735,2403.0,5.0,3.0,360.0,540,826
5736,984.0,2.0,1.0,45.91,399,5199
5737,1305.0,2.0,1.0,99.0,399,5199
5738,1200.0,1.0,0.0,65.0,5,329
5739,600.0,3.0,1.0,90.0,8,547
5740,2790.0,5.0,3.0,204.0,177,591
5741,2010.0,3.0,2.0,125.0,71,591
5742,995.0,2.0,0.0,42.0,88,5199
5743,1277.0,2.0,2.0,59.0,15,5199
5744,1236.0,2.0,2.0,61.33,149,5199
5745,1265.0,2.0,3.0,67.0,62,5199
5746,525.0,788.0,3.0,27.0,273,538
5747,2570.0,4.0,3.0,141.0,26,59
5748,2400.0,5.0,3.0,390.0,152,826
5749,1442.0,3.0,2.0,56.24,8,4309
5750,1224.0,2.0,2.0,70.0,24,5199
5751,1205.0,2.0,1.0,59.0,96,5199
5752,1233.0,2.0,3.0,100.0,9,5199
5753,1312.0,2.0,3.0,69.0,12,5199
5754,1449.0,3.0,2.0,90.0,302,4309
5755,1090.0,2.0,1.0,54.0,13,5199
5756,2100.0,5.0,0.0,150.0,64,297
5757,1390.0,2.0,3.0,62.55,186,4309
5758,1200.0,2.0,3.0,78.0,72,5199
5759,600.0,2.0,2.0,50.0,16,826
5760,1000.0,2.0,2.0,58.0,29,5199
5761,2400.0,5.0,2.0,190.0,45,826
5762,1732.0,3.0,1.0,85.73,234,4309
5763,1290.0,2.0,2.0,80.0,75,5199
5764,1840.0,3.0,3.0,85.0,3,4309
5765,1917.0,4.0,2.0,100.0,234,4309
5766,1100.0,2.0,2.0,57.0,6,5199
5767,1455.0,2.0,3.0,60.0,29,4309
5768,2774.0,4.0,3.0,208.0,33,591
5769,1200.0,5.0,3.0,255.0,142,297
5770,1425.0,2.0,2.0,65.0,14,4309
5771,1655.0,3.0,1.0,113.0,540,4309
5772,2805.0,5.0,3.0,160.0,142,591
5773,600.0,7.0,3.0,93.0,36,83
5774,1040.0,2.0,1.0,46.79,7,5199
5775,1126.0,2.0,1.0,55.0,62,5199
5776,1600.0,4.0,1.0,200.0,27,191
5777,1250.0,2.0,1.0,55.55,177,5199
5778,1800.0,4.0,2.0,180.0,213,826
5779,1200.0,2.0,0.0,53.0,1,329
5780,2050.0,3.0,1.0,100.0,6,591
5781,530.0,1.0,1.0,29.44,540,538
5782,2580.0,4.0,0.0,139.5,82,826
5783,883.0,2.0,1.0,37.0,24,5199
5784,1490.0,2.0,2.0,59.6,186,4309
5785,1295.0,2.0,2.0,95.0,50,5199
5786,1275.0,3.0,1.0,59.0,12,4309
5787,800.0,2.0,2.0,30.0,5,5199
5788,1200.0,1.0,0.0,95.0,45,538
5789,1063.0,2.0,1.0,58.0,96,5199
5790,656.0,1.0,1.0,43.0,45,538
5791,1125.0,2.0,2.0,36.0,1,5199
5792,881.0,2.0,1.0,48.06,175,5199
5793,1350.0,8.0,2.0,200.0,6,46
5794,700.0,1.0,1.0,32.0,51,5199
5795,1936.0,3.0,0.0,110.0,7,547
5796,1680.0,3.0,1.0,101.0,72,4309
5797,1253.0,2.0,2.0,57.0,22,5199
5798,1640.0,3.0,3.0,230.0,107,4309
5799,1082.0,3.0,2.0,50.0,50,4309
5800,1065.0,2.0,1.0,30.75,302,5199
5801,2100.0,4.0,2.0,145.0,25,4309
5802,1070.0,2.0,1.0,58.0,302,5199
5803,1280.0,3.0,2.0,57.6,171,4309
5804,1200.0,5.0,2.0,300.0,5,297
5805,1125.0,2.0,1.0,29.25,132,5199
5806,1755.0,3.0,2.0,122.0,399,4309
5807,1210.0,2.0,1.0,54.0,302,5199
5808,951.0,2.0,2.0,30.43,40,5199
5809,1500.0,2.0,1.0,75.0,302,4309
5810,1652.5,3.0,2.0,90.0,3,4309
5811,1381.0,2.0,2.0,76.18,85,4309
5812,1085.0,2.0,1.0,57.0,540,5199
5813,905.0,1.0,1.0,50.0,540,538
5814,1685.0,3.0,2.0,95.0,152,4309
5815,1200.0,2.0,2.0,75.0,28,5199
5816,1151.0,2.0,1.0,42.9,27,5199
5817,3532.0,3.0,3.0,170.0,47,826
5818,1665.0,3.0,2.0,86.91,273,4309
5819,800.0,2.0,1.0,40.0,40,5199
5820,1050.0,2.0,1.0,162.0,15,329
5821,1030.0,2.0,2.0,46.5,13,5199
5822,1257.0,2.0,1.0,71.03,88,5199
5823,1600.0,3.0,2.0,82.0,540,4309
5824,1465.0,3.0,3.0,75.0,26,4309
5825,1650.0,3.0,2.0,111.0,71,4309
5826,1243.0,2.0,2.0,46.0,142,5199
5827,680.0,1.0,1.0,80.0,41,329
5828,1230.0,4.0,2.0,80.0,540,826
5829,1300.0,2.0,2.0,82.0,72,5199
5830,1000.0,2.0,1.0,44.5,91,5199
5831,1146.0,2.0,1.0,53.8,31,5199
5832,1200.0,6.0,3.0,120.0,2,30
5833,2601.0,4.0,3.0,312.0,44,4309
5834,2159.0,3.0,2.0,110.0,9,4309
5835,1255.0,2.0,2.0,40.0,540,5199
5836,1130.0,2.0,2.0,60.0,34,5199
5837,1200.0,2.0,1.0,60.0,28,5199
5838,1040.0,2.0,1.0,37.0,399,5199
5839,1500.0,8.0,2.0,150.0,60,84
5840,906.0,3.0,2.0,55.0,6,826
5841,1180.0,2.0,1.0,41.3,186,5199
5842,1200.0,7.0,2.0,169.0,3,83
5843,850.0,7.0,2.0,100.0,5,191
5844,1200.0,2.0,3.0,47.0,91,5199
5845,1374.0,3.0,2.0,51.0,399,4309
5846,4700.0,10.0,3.0,130.0,43,8
5847,613.0,1.0,0.0,32.15,540,538
5848,2400.0,2.0,0.0,480.0,2,547
5849,1027.0,2.0,2.0,44.0,142,5199
5850,1200.0,4.0,3.0,130.0,8,297
5851,2384.0,4.0,2.0,165.0,52,4309
5852,1033.0,2.0,2.0,28.41,302,4309
5853,1200.0,2.0,1.0,54.0,213,5199
5854,2017.0,3.0,2.0,105.0,142,4309
5855,1500.0,3.0,2.0,138.0,1,547
5856,700.0,2.0,0.0,43.0,4,5199
5857,1150.0,6.0,2.0,75.0,13,191
5858,1495.0,2.0,2.0,52.33,273,4309
5859,1302.0,2.0,1.0,68.5,66,5199
5860,905.0,1.0,1.0,52.0,540,538
5861,1303.0,2.0,1.0,55.79,171,5199
5862,1350.0,3.0,0.0,71.0,88,4309
5863,1380.0,2.0,2.0,95.0,48,4309
5864,1620.0,3.0,1.0,110.0,79,4309
5865,4800.0,4.0,3.0,250.0,100,826
5866,1000.0,2.0,1.0,38.5,399,5199
5867,800.0,4.0,0.0,88.0,73,547
5868,1250.0,1.0,1.0,54.0,234,5199
5869,1750.0,3.0,3.0,170.0,2,4309
5870,997.0,3.0,2.0,55.0,36,4309
5871,1760.0,3.0,3.0,111.0,66,4309
5872,1322.0,2.0,2.0,75.0,213,5199
5873,1365.0,3.0,0.0,99.0,8,547
5874,1500.0,3.0,2.0,125.0,39,4309
5875,1256.0,2.0,2.0,50.0,64,4309
5876,941.0,2.0,2.0,48.0,47,5199
5877,5000.0,4.0,3.0,465.0,45,826
5878,1665.0,3.0,2.0,86.58,273,4309
5879,1414.0,2.0,3.0,84.18,152,5199
5880,1270.0,2.0,3.0,55.25,30,4309
5881,800.0,2.0,2.0,80.0,7,547
5882,4100.0,3.0,0.0,300.0,40,826
5883,1800.0,3.0,3.0,105.0,9,191
5884,850.0,2.0,0.0,35.0,5,5199
5885,712.0,1.0,1.0,38.44,273,538
5886,2563.0,5.0,0.0,251.5,107,591
5887,900.0,4.0,2.0,180.0,7,547
5888,900.0,2.0,0.0,55.0,60,329
5889,1200.0,2.0,1.0,49.0,177,5199
5890,654.0,1.0,1.0,22.0,40,538
5891,708.0,1.0,1.0,55.0,9,5199
5892,600.0,5.0,3.0,75.0,7,826
5893,1680.0,3.0,3.0,135.0,7,4309
5894,990.0,2.0,2.0,58.0,5,5199
5895,1380.0,2.0,1.0,42.0,186,5199
5896,1088.0,2.0,2.0,62.0,177,5199
5897,1414.0,3.0,2.0,77.5,79,4309
5898,1240.0,2.0,1.0,100.0,3,5199
5899,1810.0,3.0,3.0,118.0,2,4309
5900,2005.0,3.0,2.0,240.0,4,4309
5901,1185.0,2.0,2.0,58.0,66,5199
5902,1200.0,3.0,2.0,57.15,540,547
5903,1070.0,2.0,1.0,52.0,302,5199
5904,1265.0,2.0,1.0,58.0,8,5199
5905,1100.0,2.0,1.0,55.0,39,5199
5906,1035.0,2.0,2.0,44.0,2,5199
5907,605.0,1.0,0.0,30.715,22,538
5908,1000.0,2.0,1.0,97.0,4,5199
5909,1179.0,2.0,2.0,49.35,49,5199
5910,1650.0,3.0,1.0,84.0,43,4309
5911,2800.0,4.0,3.0,100.0,1,191
5912,3500.0,6.0,2.0,120.0,1,84
5913,1430.0,3.0,1.0,78.65,5,4309
5914,1130.0,2.0,2.0,58.0,175,4309
5915,1850.0,2.0,3.0,110.0,72,4309
5916,1340.0,3.0,2.0,54.24,55,4309
5917,4260.0,788.0,3.0,338.0,399,591
5918,600.0,2.0,0.0,30.0,6,329
5919,2582.0,5.0,2.0,250.0,75,4309
5920,1160.0,2.0,1.0,55.0,38,5199
5921,1200.0,2.0,1.0,45.0,3,121
5922,1116.0,2.0,1.0,37.6,1,5199
5923,600.0,2.0,1.0,85.0,1,547
5924,2663.0,4.0,1.0,338.0,14,4309
5925,1090.0,2.0,2.0,45.0,6,5199
5926,1100.0,2.0,1.0,45.0,72,5199
5927,1365.0,2.0,1.0,34.13,29,4309
5928,1484.0,3.0,2.0,79.19,42,4309
5929,1630.0,3.0,2.0,68.0,39,4309
5930,1451.0,2.0,2.0,52.43,540,4309
5931,1330.0,2.0,1.0,107.0,273,5199
5932,2127.0,3.0,2.0,135.0,234,4309
5933,875.0,5.0,3.0,120.0,3,297
5934,1260.0,4.0,2.0,65.0,2,826
5935,1173.0,2.0,2.0,45.75,399,4309
5936,1445.0,2.0,1.0,56.0,88,4309
5937,2250.0,4.0,1.0,400.0,2,591
5938,1500.0,4.0,2.0,239.0,152,547
5939,1349.0,3.0,0.0,115.89,234,4309
5940,1197.0,2.0,1.0,47.88,72,5199
5941,1200.0,4.0,1.0,225.0,24,826
5942,3930.0,7.0,3.0,329.0,399,59
5943,1450.0,3.0,3.0,62.4,273,4309
5944,1187.0,2.0,1.0,37.85,540,5199
5945,4000.0,6.0,3.0,850.0,7,191
5946,1050.0,2.0,2.0,41.0,38,5199
5947,1370.0,2.0,2.0,54.8,51,4309
5948,1036.0,2.0,2.0,39.37,213,5199
5949,1275.0,3.0,2.0,41.2,72,4309
5950,2010.0,3.0,2.0,115.0,71,591
5951,1418.0,2.0,2.0,106.0,62,5199
5952,1265.0,2.0,2.0,46.6,234,5199
5953,1576.0,3.0,2.0,58.0,27,4309
5954,1148.0,2.0,1.0,56.0,29,5199
5955,1000.0,2.0,1.0,36.0,7,5199
5956,1293.0,2.0,2.0,85.0,29,4309
5957,1200.0,2.0,0.0,66.0,60,547
5958,1210.0,2.0,3.0,75.0,24,5199
5959,1126.0,2.0,1.0,69.0,53,5199
